instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
26406146,103149,KOTAKBANK25OCT1800PE,KOTAKBANK,0.0,2025-10-28,1800.0,0.05,400,PE,NFO-OPT,NFO
26425602,103225,KOTAKBANK25OCT2200CE,KOTAKBANK,0.0,2025-10-28,2200.0,0.05,400,CE,NFO-OPT,NFO
26425858,103226,KOTAKBANK25OCT2200PE,KOTAKBANK,0.0,2025-10-28,2200.0,0.05,400,PE,NFO-OPT,NFO
26404354,103142,KOTAKBANK25OCT1760CE,KOTAKBANK,0.0,2025-10-28,1760.0,0.05,400,CE,NFO-OPT,NFO
26404610,103143,KOTAKBANK25OCT1760PE,KOTAKBANK,0.0,2025-10-28,1760.0,0.05,400,PE,NFO-OPT,NFO
26426114,103227,KOTAKBANK25OCT2240CE,KOTAKBANK,0.0,2025-10-28,2240.0,0.05,400,CE,NFO-OPT,NFO
26426370,103228,KOTAKBANK25OCT2240PE,KOTAKBANK,0.0,2025-10-28,2240.0,0.05,400,PE,NFO-OPT,NFO
26403330,103138,KOTAKBANK25OCT1680CE,KOTAKBANK,0.0,2025-10-28,1680.0,0.05,400,CE,NFO-OPT,NFO
26403586,103139,KOTAKBANK25OCT1680PE,KOTAKBANK,0.0,2025-10-28,1680.0,0.05,400,PE,NFO-OPT,NFO
26428162,103235,KOTAKBANK25OCT2320CE,KOTAKBANK,0.0,2025-10-28,2320.0,0.05,400,CE,NFO-OPT,NFO
26432514,103252,KOTAKBANK25OCT2320PE,KOTAKBANK,0.0,2025-10-28,2320.0,0.05,400,PE,NFO-OPT,NFO
26397954,103117,KOTAKBANK25OCT1600CE,KOTAKBANK,0.0,2025-10-28,1600.0,0.05,400,CE,NFO-OPT,NFO
26398210,103118,KOTAKBANK25OCT1600PE,KOTAKBANK,0.0,2025-10-28,1600.0,0.05,400,PE,NFO-OPT,NFO
27315202,106700,KPITTECH25AUG1180CE,KPITTECH,0.0,2025-08-28,1180.0,0.05,400,CE,NFO-OPT,NFO
27316994,106707,KPITTECH25AUG1180PE,KPITTECH,0.0,2025-08-28,1180.0,0.05,400,PE,NFO-OPT,NFO
28944898,113066,KPITTECH25AUG1200CE,KPITTECH,0.0,2025-08-28,1200.0,0.05,400,CE,NFO-OPT,NFO
28945154,113067,KPITTECH25AUG1200PE,KPITTECH,0.0,2025-08-28,1200.0,0.05,400,PE,NFO-OPT,NFO
28944386,113064,KPITTECH25AUG1160CE,KPITTECH,0.0,2025-08-28,1160.0,0.05,400,CE,NFO-OPT,NFO
28944642,113065,KPITTECH25AUG1160PE,KPITTECH,0.0,2025-08-28,1160.0,0.05,400,PE,NFO-OPT,NFO
27317250,106708,KPITTECH25AUG1220CE,KPITTECH,0.0,2025-08-28,1220.0,0.05,400,CE,NFO-OPT,NFO
27322882,106730,KPITTECH25AUG1220PE,KPITTECH,0.0,2025-08-28,1220.0,0.05,400,PE,NFO-OPT,NFO
27271682,106530,KPITTECH25AUG1140CE,KPITTECH,0.0,2025-08-28,1140.0,0.05,400,CE,NFO-OPT,NFO
27314946,106699,KPITTECH25AUG1140PE,KPITTECH,0.0,2025-08-28,1140.0,0.05,400,PE,NFO-OPT,NFO
28945410,113068,KPITTECH25AUG1240CE,KPITTECH,0.0,2025-08-28,1240.0,0.05,400,CE,NFO-OPT,NFO
28945666,113069,KPITTECH25AUG1240PE,KPITTECH,0.0,2025-08-28,1240.0,0.05,400,PE,NFO-OPT,NFO
28937474,113037,KPITTECH25AUG1120CE,KPITTECH,0.0,2025-08-28,1120.0,0.05,400,CE,NFO-OPT,NFO
28939778,113046,KPITTECH25AUG1120PE,KPITTECH,0.0,2025-08-28,1120.0,0.05,400,PE,NFO-OPT,NFO
27323138,106731,KPITTECH25AUG1260CE,KPITTECH,0.0,2025-08-28,1260.0,0.05,400,CE,NFO-OPT,NFO
27323394,106732,KPITTECH25AUG1260PE,KPITTECH,0.0,2025-08-28,1260.0,0.05,400,PE,NFO-OPT,NFO
27266562,106510,KPITTECH25AUG1100CE,KPITTECH,0.0,2025-08-28,1100.0,0.05,400,CE,NFO-OPT,NFO
27271426,106529,KPITTECH25AUG1100PE,KPITTECH,0.0,2025-08-28,1100.0,0.05,400,PE,NFO-OPT,NFO
28945922,113070,KPITTECH25AUG1280CE,KPITTECH,0.0,2025-08-28,1280.0,0.05,400,CE,NFO-OPT,NFO
28946178,113071,KPITTECH25AUG1280PE,KPITTECH,0.0,2025-08-28,1280.0,0.05,400,PE,NFO-OPT,NFO
28936962,113035,KPITTECH25AUG1080CE,KPITTECH,0.0,2025-08-28,1080.0,0.05,400,CE,NFO-OPT,NFO
28937218,113036,KPITTECH25AUG1080PE,KPITTECH,0.0,2025-08-28,1080.0,0.05,400,PE,NFO-OPT,NFO
27323650,106733,KPITTECH25AUG1300CE,KPITTECH,0.0,2025-08-28,1300.0,0.05,400,CE,NFO-OPT,NFO
27323906,106734,KPITTECH25AUG1300PE,KPITTECH,0.0,2025-08-28,1300.0,0.05,400,PE,NFO-OPT,NFO
27244034,106422,KPITTECH25AUG1060CE,KPITTECH,0.0,2025-08-28,1060.0,0.05,400,CE,NFO-OPT,NFO
27266306,106509,KPITTECH25AUG1060PE,KPITTECH,0.0,2025-08-28,1060.0,0.05,400,PE,NFO-OPT,NFO
28946434,113072,KPITTECH25AUG1320CE,KPITTECH,0.0,2025-08-28,1320.0,0.05,400,CE,NFO-OPT,NFO
28946690,113073,KPITTECH25AUG1320PE,KPITTECH,0.0,2025-08-28,1320.0,0.05,400,PE,NFO-OPT,NFO
28933122,113020,KPITTECH25AUG1040CE,KPITTECH,0.0,2025-08-28,1040.0,0.05,400,CE,NFO-OPT,NFO
28936706,113034,KPITTECH25AUG1040PE,KPITTECH,0.0,2025-08-28,1040.0,0.05,400,PE,NFO-OPT,NFO
27324418,106736,KPITTECH25AUG1340PE,KPITTECH,0.0,2025-08-28,1340.0,0.05,400,PE,NFO-OPT,NFO
28958978,113121,KPITTECH25AUG1480CE,KPITTECH,0.0,2025-08-28,1480.0,0.05,400,CE,NFO-OPT,NFO
28958466,113119,KPITTECH25AUG1440CE,KPITTECH,0.0,2025-08-28,1440.0,0.05,400,CE,NFO-OPT,NFO
27325186,106739,KPITTECH25AUG1420CE,KPITTECH,0.0,2025-08-28,1420.0,0.05,400,CE,NFO-OPT,NFO
28957954,113117,KPITTECH25AUG1400CE,KPITTECH,0.0,2025-08-28,1400.0,0.05,400,CE,NFO-OPT,NFO
28958210,113118,KPITTECH25AUG1400PE,KPITTECH,0.0,2025-08-28,1400.0,0.05,400,PE,NFO-OPT,NFO
27324674,106737,KPITTECH25AUG1380CE,KPITTECH,0.0,2025-08-28,1380.0,0.05,400,CE,NFO-OPT,NFO
27324930,106738,KPITTECH25AUG1380PE,KPITTECH,0.0,2025-08-28,1380.0,0.05,400,PE,NFO-OPT,NFO
28946946,113074,KPITTECH25AUG1360CE,KPITTECH,0.0,2025-08-28,1360.0,0.05,400,CE,NFO-OPT,NFO
28957698,113116,KPITTECH25AUG1360PE,KPITTECH,0.0,2025-08-28,1360.0,0.05,400,PE,NFO-OPT,NFO
27324162,106735,KPITTECH25AUG1340CE,KPITTECH,0.0,2025-08-28,1340.0,0.05,400,CE,NFO-OPT,NFO
28932610,113018,KPITTECH25AUG1000CE,KPITTECH,0.0,2025-08-28,1000.0,0.05,400,CE,NFO-OPT,NFO
28932866,113019,KPITTECH25AUG1000PE,KPITTECH,0.0,2025-08-28,1000.0,0.05,400,PE,NFO-OPT,NFO
26453762,103335,KPITTECH25SEP1180CE,KPITTECH,0.0,2025-09-30,1180.0,0.05,400,CE,NFO-OPT,NFO
26455298,103341,KPITTECH25SEP1180PE,KPITTECH,0.0,2025-09-30,1180.0,0.05,400,PE,NFO-OPT,NFO
27347970,106828,KPITTECH25SEP1200CE,KPITTECH,0.0,2025-09-30,1200.0,0.05,400,CE,NFO-OPT,NFO
27348226,106829,KPITTECH25SEP1200PE,KPITTECH,0.0,2025-09-30,1200.0,0.05,400,PE,NFO-OPT,NFO
27347458,106826,KPITTECH25SEP1160CE,KPITTECH,0.0,2025-09-30,1160.0,0.05,400,CE,NFO-OPT,NFO
27347714,106827,KPITTECH25SEP1160PE,KPITTECH,0.0,2025-09-30,1160.0,0.05,400,PE,NFO-OPT,NFO
26456066,103344,KPITTECH25SEP1220CE,KPITTECH,0.0,2025-09-30,1220.0,0.05,400,CE,NFO-OPT,NFO
26457090,103348,KPITTECH25SEP1220PE,KPITTECH,0.0,2025-09-30,1220.0,0.05,400,PE,NFO-OPT,NFO
26453250,103333,KPITTECH25SEP1140CE,KPITTECH,0.0,2025-09-30,1140.0,0.05,400,CE,NFO-OPT,NFO
26453506,103334,KPITTECH25SEP1140PE,KPITTECH,0.0,2025-09-30,1140.0,0.05,400,PE,NFO-OPT,NFO
27348482,106830,KPITTECH25SEP1240CE,KPITTECH,0.0,2025-09-30,1240.0,0.05,400,CE,NFO-OPT,NFO
27348738,106831,KPITTECH25SEP1240PE,KPITTECH,0.0,2025-09-30,1240.0,0.05,400,PE,NFO-OPT,NFO
27346946,106824,KPITTECH25SEP1120CE,KPITTECH,0.0,2025-09-30,1120.0,0.05,400,CE,NFO-OPT,NFO
27347202,106825,KPITTECH25SEP1120PE,KPITTECH,0.0,2025-09-30,1120.0,0.05,400,PE,NFO-OPT,NFO
26457346,103349,KPITTECH25SEP1260CE,KPITTECH,0.0,2025-09-30,1260.0,0.05,400,CE,NFO-OPT,NFO
26457602,103350,KPITTECH25SEP1260PE,KPITTECH,0.0,2025-09-30,1260.0,0.05,400,PE,NFO-OPT,NFO
26452738,103331,KPITTECH25SEP1100CE,KPITTECH,0.0,2025-09-30,1100.0,0.05,400,CE,NFO-OPT,NFO
26452994,103332,KPITTECH25SEP1100PE,KPITTECH,0.0,2025-09-30,1100.0,0.05,400,PE,NFO-OPT,NFO
27348994,106832,KPITTECH25SEP1280CE,KPITTECH,0.0,2025-09-30,1280.0,0.05,400,CE,NFO-OPT,NFO
27349250,106833,KPITTECH25SEP1280PE,KPITTECH,0.0,2025-09-30,1280.0,0.05,400,PE,NFO-OPT,NFO
27346434,106822,KPITTECH25SEP1080CE,KPITTECH,0.0,2025-09-30,1080.0,0.05,400,CE,NFO-OPT,NFO
27346690,106823,KPITTECH25SEP1080PE,KPITTECH,0.0,2025-09-30,1080.0,0.05,400,PE,NFO-OPT,NFO
26457858,103351,KPITTECH25SEP1300CE,KPITTECH,0.0,2025-09-30,1300.0,0.05,400,CE,NFO-OPT,NFO
26458114,103352,KPITTECH25SEP1300PE,KPITTECH,0.0,2025-09-30,1300.0,0.05,400,PE,NFO-OPT,NFO
26452226,103329,KPITTECH25SEP1060CE,KPITTECH,0.0,2025-09-30,1060.0,0.05,400,CE,NFO-OPT,NFO
26452482,103330,KPITTECH25SEP1060PE,KPITTECH,0.0,2025-09-30,1060.0,0.05,400,PE,NFO-OPT,NFO
27349506,106834,KPITTECH25SEP1320CE,KPITTECH,0.0,2025-09-30,1320.0,0.05,400,CE,NFO-OPT,NFO
27349762,106835,KPITTECH25SEP1320PE,KPITTECH,0.0,2025-09-30,1320.0,0.05,400,PE,NFO-OPT,NFO
27345922,106820,KPITTECH25SEP1040CE,KPITTECH,0.0,2025-09-30,1040.0,0.05,400,CE,NFO-OPT,NFO
27346178,106821,KPITTECH25SEP1040PE,KPITTECH,0.0,2025-09-30,1040.0,0.05,400,PE,NFO-OPT,NFO
26458626,103354,KPITTECH25SEP1340PE,KPITTECH,0.0,2025-09-30,1340.0,0.05,400,PE,NFO-OPT,NFO
27350530,106838,KPITTECH25SEP1400CE,KPITTECH,0.0,2025-09-30,1400.0,0.05,400,CE,NFO-OPT,NFO
27350786,106839,KPITTECH25SEP1400PE,KPITTECH,0.0,2025-09-30,1400.0,0.05,400,PE,NFO-OPT,NFO
27350018,106836,KPITTECH25SEP1360CE,KPITTECH,0.0,2025-09-30,1360.0,0.05,400,CE,NFO-OPT,NFO
27350274,106837,KPITTECH25SEP1360PE,KPITTECH,0.0,2025-09-30,1360.0,0.05,400,PE,NFO-OPT,NFO
26458370,103353,KPITTECH25SEP1340CE,KPITTECH,0.0,2025-09-30,1340.0,0.05,400,CE,NFO-OPT,NFO
27345410,106818,KPITTECH25SEP1000CE,KPITTECH,0.0,2025-09-30,1000.0,0.05,400,CE,NFO-OPT,NFO
27345666,106819,KPITTECH25SEP1000PE,KPITTECH,0.0,2025-09-30,1000.0,0.05,400,PE,NFO-OPT,NFO
26471682,103405,KPITTECH25OCT960CE,KPITTECH,0.0,2025-10-28,960.0,0.05,400,CE,NFO-OPT,NFO
26471938,103406,KPITTECH25OCT960PE,KPITTECH,0.0,2025-10-28,960.0,0.05,400,PE,NFO-OPT,NFO
26472706,103409,KPITTECH25OCT1040CE,KPITTECH,0.0,2025-10-28,1040.0,0.05,400,CE,NFO-OPT,NFO
26472962,103410,KPITTECH25OCT1040PE,KPITTECH,0.0,2025-10-28,1040.0,0.05,400,PE,NFO-OPT,NFO
26473218,103411,KPITTECH25OCT1080CE,KPITTECH,0.0,2025-10-28,1080.0,0.05,400,CE,NFO-OPT,NFO
26473474,103412,KPITTECH25OCT1080PE,KPITTECH,0.0,2025-10-28,1080.0,0.05,400,PE,NFO-OPT,NFO
26473730,103413,KPITTECH25OCT1120CE,KPITTECH,0.0,2025-10-28,1120.0,0.05,400,CE,NFO-OPT,NFO
26473986,103414,KPITTECH25OCT1120PE,KPITTECH,0.0,2025-10-28,1120.0,0.05,400,PE,NFO-OPT,NFO
26474242,103415,KPITTECH25OCT1160CE,KPITTECH,0.0,2025-10-28,1160.0,0.05,400,CE,NFO-OPT,NFO
26474498,103416,KPITTECH25OCT1160PE,KPITTECH,0.0,2025-10-28,1160.0,0.05,400,PE,NFO-OPT,NFO
26474754,103417,KPITTECH25OCT1200CE,KPITTECH,0.0,2025-10-28,1200.0,0.05,400,CE,NFO-OPT,NFO
26475010,103418,KPITTECH25OCT1200PE,KPITTECH,0.0,2025-10-28,1200.0,0.05,400,PE,NFO-OPT,NFO
26475266,103419,KPITTECH25OCT1240CE,KPITTECH,0.0,2025-10-28,1240.0,0.05,400,CE,NFO-OPT,NFO
26475522,103420,KPITTECH25OCT1240PE,KPITTECH,0.0,2025-10-28,1240.0,0.05,400,PE,NFO-OPT,NFO
26475778,103421,KPITTECH25OCT1280CE,KPITTECH,0.0,2025-10-28,1280.0,0.05,400,CE,NFO-OPT,NFO
26480130,103438,KPITTECH25OCT1280PE,KPITTECH,0.0,2025-10-28,1280.0,0.05,400,PE,NFO-OPT,NFO
26480386,103439,KPITTECH25OCT1320CE,KPITTECH,0.0,2025-10-28,1320.0,0.05,400,CE,NFO-OPT,NFO
26482178,103446,KPITTECH25OCT1320PE,KPITTECH,0.0,2025-10-28,1320.0,0.05,400,PE,NFO-OPT,NFO
26483458,103451,KPITTECH25OCT1360CE,KPITTECH,0.0,2025-10-28,1360.0,0.05,400,CE,NFO-OPT,NFO
26483714,103452,KPITTECH25OCT1360PE,KPITTECH,0.0,2025-10-28,1360.0,0.05,400,PE,NFO-OPT,NFO
26484482,103455,KPITTECH25OCT1440CE,KPITTECH,0.0,2025-10-28,1440.0,0.05,400,CE,NFO-OPT,NFO
26484738,103456,KPITTECH25OCT1440PE,KPITTECH,0.0,2025-10-28,1440.0,0.05,400,PE,NFO-OPT,NFO
10533122,41145,LAURUSLABS25AUG820CE,LAURUSLABS,0.0,2025-08-28,820.0,0.05,1700,CE,NFO-OPT,NFO
10533378,41146,LAURUSLABS25AUG820PE,LAURUSLABS,0.0,2025-08-28,820.0,0.05,1700,PE,NFO-OPT,NFO
27378946,106949,LAURUSLABS25AUG830CE,LAURUSLABS,0.0,2025-08-28,830.0,0.05,1700,CE,NFO-OPT,NFO
27379202,106950,LAURUSLABS25AUG830PE,LAURUSLABS,0.0,2025-08-28,830.0,0.05,1700,PE,NFO-OPT,NFO
27378434,106947,LAURUSLABS25AUG810CE,LAURUSLABS,0.0,2025-08-28,810.0,0.05,1700,CE,NFO-OPT,NFO
27378690,106948,LAURUSLABS25AUG810PE,LAURUSLABS,0.0,2025-08-28,810.0,0.05,1700,PE,NFO-OPT,NFO
29005314,113302,LAURUSLABS25AUG840CE,LAURUSLABS,0.0,2025-08-28,840.0,0.05,1700,CE,NFO-OPT,NFO
29008898,113316,LAURUSLABS25AUG840PE,LAURUSLABS,0.0,2025-08-28,840.0,0.05,1700,PE,NFO-OPT,NFO
29004802,113300,LAURUSLABS25AUG800CE,LAURUSLABS,0.0,2025-08-28,800.0,0.05,1700,CE,NFO-OPT,NFO
29005058,113301,LAURUSLABS25AUG800PE,LAURUSLABS,0.0,2025-08-28,800.0,0.05,1700,PE,NFO-OPT,NFO
27379458,106951,LAURUSLABS25AUG850CE,LAURUSLABS,0.0,2025-08-28,850.0,0.05,1700,CE,NFO-OPT,NFO
27379714,106952,LAURUSLABS25AUG850PE,LAURUSLABS,0.0,2025-08-28,850.0,0.05,1700,PE,NFO-OPT,NFO
27377922,106945,LAURUSLABS25AUG790CE,LAURUSLABS,0.0,2025-08-28,790.0,0.05,1700,CE,NFO-OPT,NFO
27378178,106946,LAURUSLABS25AUG790PE,LAURUSLABS,0.0,2025-08-28,790.0,0.05,1700,PE,NFO-OPT,NFO
11954946,46699,LAURUSLABS25AUG860CE,LAURUSLABS,0.0,2025-08-28,860.0,0.05,1700,CE,NFO-OPT,NFO
11955202,46700,LAURUSLABS25AUG860PE,LAURUSLABS,0.0,2025-08-28,860.0,0.05,1700,PE,NFO-OPT,NFO
29004290,113298,LAURUSLABS25AUG780CE,LAURUSLABS,0.0,2025-08-28,780.0,0.05,1700,CE,NFO-OPT,NFO
29004546,113299,LAURUSLABS25AUG780PE,LAURUSLABS,0.0,2025-08-28,780.0,0.05,1700,PE,NFO-OPT,NFO
27379970,106953,LAURUSLABS25AUG870CE,LAURUSLABS,0.0,2025-08-28,870.0,0.05,1700,CE,NFO-OPT,NFO
27380226,106954,LAURUSLABS25AUG870PE,LAURUSLABS,0.0,2025-08-28,870.0,0.05,1700,PE,NFO-OPT,NFO
27377410,106943,LAURUSLABS25AUG770CE,LAURUSLABS,0.0,2025-08-28,770.0,0.05,1700,CE,NFO-OPT,NFO
27377666,106944,LAURUSLABS25AUG770PE,LAURUSLABS,0.0,2025-08-28,770.0,0.05,1700,PE,NFO-OPT,NFO
10049794,39257,LAURUSLABS25AUG880CE,LAURUSLABS,0.0,2025-08-28,880.0,0.05,1700,CE,NFO-OPT,NFO
10050050,39258,LAURUSLABS25AUG880PE,LAURUSLABS,0.0,2025-08-28,880.0,0.05,1700,PE,NFO-OPT,NFO
29003522,113295,LAURUSLABS25AUG760CE,LAURUSLABS,0.0,2025-08-28,760.0,0.05,1700,CE,NFO-OPT,NFO
29004034,113297,LAURUSLABS25AUG760PE,LAURUSLABS,0.0,2025-08-28,760.0,0.05,1700,PE,NFO-OPT,NFO
27380482,106955,LAURUSLABS25AUG890CE,LAURUSLABS,0.0,2025-08-28,890.0,0.05,1700,CE,NFO-OPT,NFO
27380738,106956,LAURUSLABS25AUG890PE,LAURUSLABS,0.0,2025-08-28,890.0,0.05,1700,PE,NFO-OPT,NFO
27376898,106941,LAURUSLABS25AUG750CE,LAURUSLABS,0.0,2025-08-28,750.0,0.05,1700,CE,NFO-OPT,NFO
27377154,106942,LAURUSLABS25AUG750PE,LAURUSLABS,0.0,2025-08-28,750.0,0.05,1700,PE,NFO-OPT,NFO
27381250,106958,LAURUSLABS25AUG900PE,LAURUSLABS,0.0,2025-08-28,900.0,0.05,1700,PE,NFO-OPT,NFO
9170690,35823,LAURUSLABS25AUG1000CE,LAURUSLABS,0.0,2025-08-28,1000.0,0.05,1700,CE,NFO-OPT,NFO
9171202,35825,LAURUSLABS25AUG1000PE,LAURUSLABS,0.0,2025-08-28,1000.0,0.05,1700,PE,NFO-OPT,NFO
10701570,41803,LAURUSLABS25AUG990CE,LAURUSLABS,0.0,2025-08-28,990.0,0.05,1700,CE,NFO-OPT,NFO
27382530,106963,LAURUSLABS25AUG980CE,LAURUSLABS,0.0,2025-08-28,980.0,0.05,1700,CE,NFO-OPT,NFO
9987074,39012,LAURUSLABS25AUG970CE,LAURUSLABS,0.0,2025-08-28,970.0,0.05,1700,CE,NFO-OPT,NFO
27382018,106961,LAURUSLABS25AUG960CE,LAURUSLABS,0.0,2025-08-28,960.0,0.05,1700,CE,NFO-OPT,NFO
27382274,106962,LAURUSLABS25AUG960PE,LAURUSLABS,0.0,2025-08-28,960.0,0.05,1700,PE,NFO-OPT,NFO
9742338,38056,LAURUSLABS25AUG950CE,LAURUSLABS,0.0,2025-08-28,950.0,0.05,1700,CE,NFO-OPT,NFO
9742594,38057,LAURUSLABS25AUG950PE,LAURUSLABS,0.0,2025-08-28,950.0,0.05,1700,PE,NFO-OPT,NFO
27381506,106959,LAURUSLABS25AUG940CE,LAURUSLABS,0.0,2025-08-28,940.0,0.05,1700,CE,NFO-OPT,NFO
27381762,106960,LAURUSLABS25AUG940PE,LAURUSLABS,0.0,2025-08-28,940.0,0.05,1700,PE,NFO-OPT,NFO
9473026,37004,LAURUSLABS25AUG930CE,LAURUSLABS,0.0,2025-08-28,930.0,0.05,1700,CE,NFO-OPT,NFO
9473538,37006,LAURUSLABS25AUG930PE,LAURUSLABS,0.0,2025-08-28,930.0,0.05,1700,PE,NFO-OPT,NFO
11360770,44378,LAURUSLABS25AUG920CE,LAURUSLABS,0.0,2025-08-28,920.0,0.05,1700,CE,NFO-OPT,NFO
11361538,44381,LAURUSLABS25AUG920PE,LAURUSLABS,0.0,2025-08-28,920.0,0.05,1700,PE,NFO-OPT,NFO
9169410,35818,LAURUSLABS25AUG910CE,LAURUSLABS,0.0,2025-08-28,910.0,0.05,1700,CE,NFO-OPT,NFO
9170178,35821,LAURUSLABS25AUG910PE,LAURUSLABS,0.0,2025-08-28,910.0,0.05,1700,PE,NFO-OPT,NFO
27380994,106957,LAURUSLABS25AUG900CE,LAURUSLABS,0.0,2025-08-28,900.0,0.05,1700,CE,NFO-OPT,NFO
29002754,113292,LAURUSLABS25AUG740CE,LAURUSLABS,0.0,2025-08-28,740.0,0.05,1700,CE,NFO-OPT,NFO
29003266,113294,LAURUSLABS25AUG740PE,LAURUSLABS,0.0,2025-08-28,740.0,0.05,1700,PE,NFO-OPT,NFO
27375106,106934,LAURUSLABS25AUG730PE,LAURUSLABS,0.0,2025-08-28,730.0,0.05,1700,PE,NFO-OPT,NFO
29002242,113290,LAURUSLABS25AUG720CE,LAURUSLABS,0.0,2025-08-28,720.0,0.05,1700,CE,NFO-OPT,NFO
29002498,113291,LAURUSLABS25AUG720PE,LAURUSLABS,0.0,2025-08-28,720.0,0.05,1700,PE,NFO-OPT,NFO
27368706,106909,LAURUSLABS25AUG710CE,LAURUSLABS,0.0,2025-08-28,710.0,0.05,1700,CE,NFO-OPT,NFO
29000194,113282,LAURUSLABS25AUG700CE,LAURUSLABS,0.0,2025-08-28,700.0,0.05,1700,CE,NFO-OPT,NFO
29001986,113289,LAURUSLABS25AUG700PE,LAURUSLABS,0.0,2025-08-28,700.0,0.05,1700,PE,NFO-OPT,NFO
27365634,106897,LAURUSLABS25AUG670CE,LAURUSLABS,0.0,2025-08-28,670.0,0.05,1700,CE,NFO-OPT,NFO
27365378,106896,LAURUSLABS25AUG650PE,LAURUSLABS,0.0,2025-08-28,650.0,0.05,1700,PE,NFO-OPT,NFO
28991234,113247,LAURUSLABS25AUG620CE,LAURUSLABS,0.0,2025-08-28,620.0,0.05,1700,CE,NFO-OPT,NFO
28990466,113244,LAURUSLABS25AUG600CE,LAURUSLABS,0.0,2025-08-28,600.0,0.05,1700,CE,NFO-OPT,NFO
28990722,113245,LAURUSLABS25AUG600PE,LAURUSLABS,0.0,2025-08-28,600.0,0.05,1700,PE,NFO-OPT,NFO
28987650,113233,LAURUSLABS25AUG520PE,LAURUSLABS,0.0,2025-08-28,520.0,0.05,1700,PE,NFO-OPT,NFO
26499074,103512,LAURUSLABS25SEP830CE,LAURUSLABS,0.0,2025-09-30,830.0,0.05,1700,CE,NFO-OPT,NFO
26499330,103513,LAURUSLABS25SEP830PE,LAURUSLABS,0.0,2025-09-30,830.0,0.05,1700,PE,NFO-OPT,NFO
27404290,107048,LAURUSLABS25SEP820CE,LAURUSLABS,0.0,2025-09-30,820.0,0.05,1700,CE,NFO-OPT,NFO
27404546,107049,LAURUSLABS25SEP820PE,LAURUSLABS,0.0,2025-09-30,820.0,0.05,1700,PE,NFO-OPT,NFO
27404802,107050,LAURUSLABS25SEP840CE,LAURUSLABS,0.0,2025-09-30,840.0,0.05,1700,CE,NFO-OPT,NFO
27405570,107053,LAURUSLABS25SEP840PE,LAURUSLABS,0.0,2025-09-30,840.0,0.05,1700,PE,NFO-OPT,NFO
26495490,103498,LAURUSLABS25SEP810CE,LAURUSLABS,0.0,2025-09-30,810.0,0.05,1700,CE,NFO-OPT,NFO
26495746,103499,LAURUSLABS25SEP810PE,LAURUSLABS,0.0,2025-09-30,810.0,0.05,1700,PE,NFO-OPT,NFO
26500610,103518,LAURUSLABS25SEP850CE,LAURUSLABS,0.0,2025-09-30,850.0,0.05,1700,CE,NFO-OPT,NFO
26500866,103519,LAURUSLABS25SEP850PE,LAURUSLABS,0.0,2025-09-30,850.0,0.05,1700,PE,NFO-OPT,NFO
27403778,107046,LAURUSLABS25SEP800CE,LAURUSLABS,0.0,2025-09-30,800.0,0.05,1700,CE,NFO-OPT,NFO
27404034,107047,LAURUSLABS25SEP800PE,LAURUSLABS,0.0,2025-09-30,800.0,0.05,1700,PE,NFO-OPT,NFO
27405826,107054,LAURUSLABS25SEP860CE,LAURUSLABS,0.0,2025-09-30,860.0,0.05,1700,CE,NFO-OPT,NFO
27407618,107061,LAURUSLABS25SEP860PE,LAURUSLABS,0.0,2025-09-30,860.0,0.05,1700,PE,NFO-OPT,NFO
26494210,103493,LAURUSLABS25SEP790CE,LAURUSLABS,0.0,2025-09-30,790.0,0.05,1700,CE,NFO-OPT,NFO
26494466,103494,LAURUSLABS25SEP790PE,LAURUSLABS,0.0,2025-09-30,790.0,0.05,1700,PE,NFO-OPT,NFO
26501634,103522,LAURUSLABS25SEP870CE,LAURUSLABS,0.0,2025-09-30,870.0,0.05,1700,CE,NFO-OPT,NFO
26505474,103537,LAURUSLABS25SEP870PE,LAURUSLABS,0.0,2025-09-30,870.0,0.05,1700,PE,NFO-OPT,NFO
27403266,107044,LAURUSLABS25SEP780CE,LAURUSLABS,0.0,2025-09-30,780.0,0.05,1700,CE,NFO-OPT,NFO
27403522,107045,LAURUSLABS25SEP780PE,LAURUSLABS,0.0,2025-09-30,780.0,0.05,1700,PE,NFO-OPT,NFO
27407874,107062,LAURUSLABS25SEP880CE,LAURUSLABS,0.0,2025-09-30,880.0,0.05,1700,CE,NFO-OPT,NFO
27411970,107078,LAURUSLABS25SEP880PE,LAURUSLABS,0.0,2025-09-30,880.0,0.05,1700,PE,NFO-OPT,NFO
26492674,103487,LAURUSLABS25SEP770CE,LAURUSLABS,0.0,2025-09-30,770.0,0.05,1700,CE,NFO-OPT,NFO
26492930,103488,LAURUSLABS25SEP770PE,LAURUSLABS,0.0,2025-09-30,770.0,0.05,1700,PE,NFO-OPT,NFO
26505730,103538,LAURUSLABS25SEP890CE,LAURUSLABS,0.0,2025-09-30,890.0,0.05,1700,CE,NFO-OPT,NFO
26514434,103572,LAURUSLABS25SEP890PE,LAURUSLABS,0.0,2025-09-30,890.0,0.05,1700,PE,NFO-OPT,NFO
27401730,107038,LAURUSLABS25SEP760CE,LAURUSLABS,0.0,2025-09-30,760.0,0.05,1700,CE,NFO-OPT,NFO
